Kod;Nazwa;Artykuły spożywcze;Rok;Wartosc;Jednostka miary;Atrybut
6000000000;Region północny;warzywa;2011;9,57;kg; 
6000000000;Region północny;warzywa;2012;8,95;kg; 
6000000000;Region północny;warzywa;2013;8,66;kg; 
6000000000;Region północny;warzywa;2014;8,44;kg; 
6000000000;Region północny;warzywa;2015;8,36;kg; 
6000000000;Region północny;ziemniaki;2003;-;kg; 
6000000000;Region północny;ziemniaki;2004;-;kg; 
6000000000;Region północny;ziemniaki;2005;-;kg; 
6000000000;Region północny;ziemniaki;2006;-;kg; 
6000000000;Region północny;ziemniaki;2007;-;kg; 
6000000000;Region północny;ziemniaki;2008;-;kg; 
6000000000;Region północny;ziemniaki;2009;-;kg; 
6000000000;Region północny;ziemniaki;2010;-;kg; 
6000000000;Region północny;ziemniaki;2011;-;kg; 
6000000000;Region północny;ziemniaki;2012;-;kg; 
6000000000;Region północny;ziemniaki;2013;-;kg; 
6000000000;Region północny;ziemniaki;2014;-;kg; 
6000000000;Region północny;ziemniaki;2015;3,82;kg; 
6000000000;Region północny;cukier;2003;1,48;kg; 
6000000000;Region północny;cukier;2004;1,46;kg; 
6000000000;Region północny;cukier;2005;1,40;kg; 
6000000000;Region północny;cukier;2006;1,37;kg; 
6000000000;Region północny;cukier;2007;1,18;kg; 
6000000000;Region północny;cukier;2008;1,20;kg; 
6000000000;Region północny;cukier;2009;1,17;kg; 
6000000000;Region północny;cukier;2010;1,10;kg; 
6000000000;Region północny;cukier;2011;1,03;kg; 
6000000000;Region północny;cukier;2012;1,02;kg; 
6000000000;Region północny;cukier;2013;1,02;kg; 
6000000000;Region północny;cukier;2014;1,02;kg; 
6000000000;Region północny;cukier;2015;0,93;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2003;8,86;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2004;8,86;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2005;8,55;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2006;8,13;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2007;7,60;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2008;7,24;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2009;7,11;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2010;6,88;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2011;6,65;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2012;6,43;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2013;6,60;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2014;6,38;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo i produkty zbożowe;2015;6,15;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2003;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2004;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2005;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2006;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2007;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2008;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2009;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2010;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2011;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2012;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2013;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2014;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;pieczywo;2015;3,99;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2003;5,98;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2004;5,96;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2005;6,06;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2006;5,87;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2007;5,75;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2008;5,61;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2009;5,76;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2010;5,90;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2011;5,97;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2012;5,66;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2013;5,56;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2014;5,77;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso;2015;5,71;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2003;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2004;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2005;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2006;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2007;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2008;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2009;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2010;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2011;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2012;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2013;3,22;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2014;3,42;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe;2015;3,36;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2003;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2004;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2005;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2006;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2007;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2008;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2009;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2010;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2011;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2012;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2013;1,68;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2014;1,73;kg; 
6040000000;KUJAWSKO-POMORSKIE;mięso surowe drobiowe;2015;1,72;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2003;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2004;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2005;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2006;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2007;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2008;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2009;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2010;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2011;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2012;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2013;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2014;2,09;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny i inne przetwory mięsne;2015;2,09;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2003;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2004;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2005;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2006;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2007;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2008;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2009;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2010;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2011;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2012;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2013;2,09;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2014;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;wędliny;2015;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2003;0,44;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2004;0,42;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2005;0,42;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2006;0,44;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2007;0,44;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2008;0,47;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2009;0,48;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2010;0,50;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2011;0,42;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2012;0,43;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2013;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2014;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby;2015;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2003;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2004;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2005;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2006;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2007;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2008;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2009;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2010;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2011;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2012;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2013;0,39;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2014;0,37;kg; 
6040000000;KUJAWSKO-POMORSKIE;ryby i owoce morza;2015;0,38;kg; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2003;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2004;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2005;4,38;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2006;4,14;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2007;3,85;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2008;3,63;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2009;3,47;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2010;3,46;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2011;3,53;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2012;3,52;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2013;3,66;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2014;3,59;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko świeże;2015;3,38;l; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2003;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2004;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2005;0,57;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2006;0,63;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2007;0,66;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2008;0,71;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2009;0,77;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2010;0,85;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2011;0,87;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2012;0,87;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2013;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2014;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty i napoje mleczne;2015;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2003;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2004;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2005;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2006;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2007;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2008;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2009;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2010;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2011;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2012;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2013;0,56;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2014;0,56;kg; 
6040000000;KUJAWSKO-POMORSKIE;jogurty;2015;0,58;kg; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2003;5,74;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2004;5,20;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2005;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2006;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2007;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2008;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2009;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2010;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2011;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2012;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2013;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2014;-;l; 
6040000000;KUJAWSKO-POMORSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2015;-;l; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2003;0,84;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2004;0,83;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2005;0,82;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2006;0,81;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2007;0,83;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2008;0,83;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2009;0,86;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2010;0,88;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2011;0,90;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2012;0,91;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2013;0,77;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2014;0,74;kg; 
6040000000;KUJAWSKO-POMORSKIE;sery i twarogi;2015;0,81;kg; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2003;15,77;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2004;15,41;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2005;15,35;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2006;13,50;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2007;13,02;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2008;12,52;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2009;12,75;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2010;12,55;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2011;12,70;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2012;12,10;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2013;12,39;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2014;12,09;szt.; 
6040000000;KUJAWSKO-POMORSKIE;jaja;2015;12,02;szt.; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2003;1,69;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2004;1,64;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2005;1,56;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2006;1,51;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2007;1,38;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2008;1,39;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2009;1,38;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2010;1,32;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2011;1,36;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2012;1,37;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2013;1,28;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2014;1,27;kg; 
6040000000;KUJAWSKO-POMORSKIE;oleje i tłuszcze;2015;1,22;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2003;3,85;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2004;3,77;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2005;3,40;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2006;3,28;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2007;3,04;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2008;3,25;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2009;3,65;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2010;3,19;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2011;3,11;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2012;3,21;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2013;3,31;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2014;3,32;kg; 
6040000000;KUJAWSKO-POMORSKIE;owoce;2015;3,29;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2003;12,71;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2004;12,22;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2005;12,11;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2006;10,56;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2007;10,40;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2008;9,92;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2009;10,08;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2010;10,19;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2011;10,23;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2012;9,33;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2013;8,83;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2014;8,83;kg; 
6040000000;KUJAWSKO-POMORSKIE;warzywa;2015;8,92;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2003;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2004;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2005;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2006;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2007;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2008;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2009;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2010;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2011;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2012;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2013;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2014;-;kg; 
6040000000;KUJAWSKO-POMORSKIE;ziemniaki;2015;4,19;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2003;1,62;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2004;1,63;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2005;1,53;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2006;1,46;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2007;1,21;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2008;1,25;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2009;1,29;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2010;1,19;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2011;1,13;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2012;1,15;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2013;1,20;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2014;1,19;kg; 
6040000000;KUJAWSKO-POMORSKIE;cukier;2015;0,97;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2003;7,89;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2004;7,85;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2005;7,68;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2006;7,14;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2007;6,69;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2008;6,49;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2009;6,29;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2010;6,00;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2011;5,74;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2012;5,57;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2013;5,44;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2014;5,27;kg; 
6220000000;POMORSKIE;pieczywo i produkty zbożowe;2015;5,14;kg; 
6220000000;POMORSKIE;pieczywo;2003;-;kg; 
6220000000;POMORSKIE;pieczywo;2004;-;kg; 
6220000000;POMORSKIE;pieczywo;2005;-;kg; 
6220000000;POMORSKIE;pieczywo;2006;-;kg; 
6220000000;POMORSKIE;pieczywo;2007;-;kg; 
6220000000;POMORSKIE;pieczywo;2008;-;kg; 
6220000000;POMORSKIE;pieczywo;2009;-;kg; 
6220000000;POMORSKIE;pieczywo;2010;-;kg; 
6220000000;POMORSKIE;pieczywo;2011;-;kg; 
6220000000;POMORSKIE;pieczywo;2012;-;kg; 
6220000000;POMORSKIE;pieczywo;2013;-;kg; 
6220000000;POMORSKIE;pieczywo;2014;-;kg; 
6220000000;POMORSKIE;pieczywo;2015;3,18;kg; 
6220000000;POMORSKIE;mięso;2003;5,37;kg; 
6220000000;POMORSKIE;mięso;2004;5,36;kg; 
6220000000;POMORSKIE;mięso;2005;5,16;kg; 
6220000000;POMORSKIE;mięso;2006;5,11;kg; 
6220000000;POMORSKIE;mięso;2007;4,93;kg; 
6220000000;POMORSKIE;mięso;2008;5,35;kg; 
6220000000;POMORSKIE;mięso;2009;5,40;kg; 
6220000000;POMORSKIE;mięso;2010;5,24;kg; 
6220000000;POMORSKIE;mięso;2011;5,05;kg; 
6220000000;POMORSKIE;mięso;2012;4,86;kg; 
6220000000;POMORSKIE;mięso;2013;4,86;kg; 
6220000000;POMORSKIE;mięso;2014;5,03;kg; 
6220000000;POMORSKIE;mięso;2015;5,01;kg; 
6220000000;POMORSKIE;mięso surowe;2003;-;kg; 
6220000000;POMORSKIE;mięso surowe;2004;-;kg; 
6220000000;POMORSKIE;mięso surowe;2005;-;kg; 
6220000000;POMORSKIE;mięso surowe;2006;-;kg; 
6220000000;POMORSKIE;mięso surowe;2007;-;kg; 
6220000000;POMORSKIE;mięso surowe;2008;-;kg; 
6220000000;POMORSKIE;mięso surowe;2009;-;kg; 
6220000000;POMORSKIE;mięso surowe;2010;-;kg; 
6220000000;POMORSKIE;mięso surowe;2011;-;kg; 
6220000000;POMORSKIE;mięso surowe;2012;-;kg; 
6220000000;POMORSKIE;mięso surowe;2013;2,73;kg; 
6220000000;POMORSKIE;mięso surowe;2014;2,91;kg; 
6220000000;POMORSKIE;mięso surowe;2015;2,86;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2003;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2004;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2005;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2006;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2007;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2008;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2009;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2010;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2011;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2012;-;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2013;1,44;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2014;1,47;kg; 
6220000000;POMORSKIE;mięso surowe drobiowe;2015;1,51;kg; 
6220000000;POMORSKIE;wędliny i inne przetwory mięsne;2003;-;kg; 
